Model,Configuration,Final_responses,TypeNum,EntryNum,ValueNum,EntryDependencyNum,ValueDependencyNum,TotalNum
*****[Configuration Entry Value Errors: [['AWS::Serverless-2016-10-31', 'AWS::LanguageExtensions'], 'Mongodb database name', 'Mongodb collection name of metadata resources', 'AWS secret name containing Mongodb server secrets', 'AWS batch job queue name', 'vpc endpoint associated with said APIGW', '^vpce-[A-Za-z0-9]+$', '^arn:aws:acm:[A-Za-z0-9-]+:[0-9]+:certificate\\/[A-Za-z0-9-]+$', '^fs-[A-Za-z0-9]+$', 'fs-03c7b62b6598c3dc3', ['test', 'prod'], [{'Ref': 'Environment'}, 'prod'], [{'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': 'batch:Describe*', 'Resource': '*'}, {'Effect': 'Allow', 'Action': 'aoss:APIAccessAll', 'Resource': '*'}]}], ['aws.batch'], ['Batch Job State Change'], './functions/UpdateAwsBatchJobsOpensearchFunction', [{'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['logs:Get*', 'batch:Describe*'], 'Resource': '*'}, {'Effect': 'Allow', 'Action': 'aoss:APIAccessAll', 'Resource': '*'}]}], '/jobs/', 'MyRestApi', '/jobs/{jobid}', 'MyRestApi', [{'method.request.querystring.hours': {'Required': False, 'Caching': False}}, {'method.request.querystring.limit': {'Required': False, 'Caching': False}}, {'method.request.querystring.start_from_head': {'Required': False, 'Caching': False}}], '/jobs/{jobid}/logs', 'MyRestApi', './functions/GetJobsFunction', 2048, [{'AWSSecretsManagerGetSecretValuePolicy': {'SecretArn': {'Fn::Sub': 'arn:${AWS::Partition}:secretsmanager:${AWS::Region}:${AWS::AccountId}:secret:${MongoSecretName}*'}}}, {'VPCAccessPolicy': {}}, {'S3CrudPolicy': {'BucketName': {'Ref': 'BaseBucketName'}}}, {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': 'batch:SubmitJob', 'Resource': [{'Ref': 'PostNewDatasetBatchJobDefinition'}, {'Fn::Sub': 'arn:aws:batch:${AWS::Region}:${AWS::AccountId}:job-queue/${JobQueue}'}]}, {'Effect': 'Allow', 'Action': 'batch:List*', 'Resource': '*'}]}], '/datasets/{datasetid}', 'MyRestApi', '/datasets/', 'MyRestApi', '/datasets/{datasetid}', 'MyRestApi', [{'method.request.querystring.dataset_type': {'Required': False}}, {'method.request.querystring.expand': {'Required': False}}, {'method.request.querystring.offset': {'Required': False}}, {'method.request.querystring.limit': {'Required': False}}, {'method.request.querystring.cnt': {'Required': False}}, {'method.request.querystring.organism': {'Required': False}}], '/datasets/', 'MyRestApi', '/datasets/{datasetid}/obs/annotations/', 'MyRestApi', '/datasets/{datasetid}/obs/annotations/{annotationid}', [{'method.request.path.datasetid': {'Required': True, 'Caching': True}}, {'method.request.path.annotationid': {'Required': True, 'Caching': True}}], 'MyRestApi', '/datasets/{datasetid}/var/ids/', [{'method.request.path.datasetid': {'Required': True, 'Caching': True}}, {'method.request.querystring.expand': {'Caching': True}}, {'method.request.querystring.offset': {'Caching': True}}, {'method.request.querystring.limit': {'Caching': True}}, {'method.request.querystring.cnt': {'Caching': True}}], 'MyRestApi', './functions/DatasetFunction', './functions/MapGenesFunction', [{'AWSSecretsManagerGetSecretValuePolicy': {'SecretArn': {'Fn::Sub': 'arn:${AWS::Partition}:secretsmanager:${AWS::Region}:${AWS::AccountId}:secret:neo4j-creds*'}}}, {'VPCAccessPolicy': {}}], '/genes/map/', 'MyRestApi', './functions/MapGenesFunction', 8192, 29, [{'AWSSecretsManagerGetSecretValuePolicy': {'SecretArn': {'Fn::Sub': 'arn:${AWS::Partition}:secretsmanager:${AWS::Region}:${AWS::AccountId}:secret:${MongoSecretName}*'}}}, {'VPCAccessPolicy': {}}, {'S3CrudPolicy': {'BucketName': {'Ref': 'BaseBucketName'}}}], '/datasets/{datasetid}/data', 'MyRestApi', './functions/GetExpressionDataFunction', ['application/octet-stream'], ['tiledb-api${Suffix}', {'Suffix': {'Fn::FindInMap': ['EnvironmentMap', {'Ref': 'Environment'}, 'Suffix']}}], ""'Content-Type,Authorization,X-Amz-Date'"", ""'300'"", [{'HttpMethod': '*', 'LoggingLevel': 'INFO', 'ResourcePath': '/*', 'DataTraceEnabled': True, 'CachingEnabled': False, 'MetricsEnabled': True}], [{'Effect': 'Allow', 'Action': 'sts:AssumeRole', 'Principal': {'Service': 'ecs-tasks.amazonaws.com'}}], [{'PolicyName': 'root', 'PolicyDocument': {'Version': datetime.date(2012, 10, 17), 'Statement': [{'Effect': 'Allow', 'Action': 's3:*', 'Resource': [{'Fn::Sub': 'arn:aws:s3:::${BaseBucketName}/*'}, {'Fn::Sub': 'arn:aws:s3:::${BaseBucketName}'}]}, {'Effect': 'Allow', 'Action': 'secretsmanager:GetSecretValue', 'Resource': {'Fn::Sub': 'arn:${AWS::Partition}:secretsmanager:${AWS::Region}:${AWS::AccountId}:secret:${MongoSecretName}*'}}]}}], 'MyRestApi', 'Tiledb rest API ID', '${AWS::StackName}-RestApiId']]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::Serverless::Function.Properties.Handler', 'Resources.PHAWS::Serverless::Function.Properties.Runtime']]
****[Configuration Value Depenency Errors: lacking []]",7,59,66,2,0,134
DDmethod,case22-github.yaml,"****[Resource Type Errors: ['AWS::ApiGateway::Stage', 'AWS::ApiGateway::DomainName', 'AWS::CertificateManager::Certificate', 'AWS::Route53::HostedZone', 'AWS::ApiGateway::BasePathMapping']]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.Domain.Route53.HostedZoneId.Ref', 'Resources.PHAWS::Serverless::Api.Properties.Domain.CertificateArn.Ref', 'Resources.PHAWS::CertificateManager::Certificate.Type', 'Resources.PHAWS::ApiGateway::BasePathMapping.DependsOn', 'Resources.PHAWS::ApiGateway::DomainName.Properties.DomainName', 'Resources.PHAWS::ApiGateway::Stage.Type', 'Resources.PHAWS::ApiGateway::BasePathMapping.Properties.RestApiId.Ref', 'Resources.PHAWS::ApiGateway::Stage.Properties.RestApiId.Ref', 'Resources.PHAWS::ApiGateway::BasePathMapping.Properties.DomainName.Ref', 'Resources.PHAWS::Serverless::Api.Properties.Domain.Route53.IpV6', 'Resources.PHAWS::ApiGateway::BasePathMapping.Type', 'Resources.PHAWS::CertificateManager::Certificate.Properties.DomainName', 'Resources.PHAWS::Serverless::Api.Properties.Domain.BasePath', 'Resources.PHAWS::Serverless::Api.Properties.Domain.EndpointConfiguration', 'Resources.PHAWS::Route53::HostedZone.Type', 'Resources.PHAWS::DynamoDB::Table.Properties.DeletionPolicy', 'Resources.PHAWS::ApiGateway::DomainName.Properties.CertificateArn.Ref', 'Resources.PHAWS::Serverless::Api.Properties.Domain.DomainName.Ref', 'Resources.PHAWS::Route53::HostedZone.Properties.Name', 'Resources.PHAWS::ApiGateway::DomainName.Type', 'Resources.PHAWS::ApiGateway::Stage.Properties.StageName', 'Resources.PHAWS::ApiGateway::BasePathMapping.Properties.BasePath']]
*****[Configuration Entry Value Errors: [['AWS::LanguageExtensions', 'AWS::Serverless-2016-10-31'], [{'AttributeName': 'Id', 'AttributeType': 'S'}], [{'AttributeName': 'Id', 'KeyType': 'HASH'}], ""exports.handler = async (event) => {\n  const response = {\n    statusCode: 200,\n    body: JSON.stringify('Hello from Lambda!'),\n  };\n  return response;\n};\n"", 'Get', '/get', '3.0.1']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",5,22,7,0,0,34
DDmethod,case23-github.yaml,"****[Resource Type Errors: ['AWS::ApiGateway::GatewayResponse']]
****[Configuration Entry Errors: ['Resources.PHAWS::ApiGateway::GatewayResponse.Type', 'Resources.PHAWS::ApiGateway::GatewayResponse.Properties.RestApiId.Ref', 'Resources.PHAWS::ApiGateway::GatewayResponse.Properties.ResponseType', 'Resources.PHAWS::ApiGateway::GatewayResponse.Properties.ResponseTemplates.text/html', 'Resources.PHAWS::ApiGateway::GatewayResponse.Properties.StatusCode']]
*****[Configuration Entry Value Errors: ['MyNewStageName', '3.0', '2016-09-23T22:23:23Z', 'Simple Api', '/demo']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,5,5,0,0,11
DDmethod,case24-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.OpenApiVersion.Ref']]
*****[Configuration Entry Value Errors: [['AWS::LanguageExtensions', 'AWS::Serverless-2016-10-31'], '3.0.0', 'node16.x']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,1,3,0,0,4
DDmethod,case25-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.Domain.CertificateArn', 'Resources.PHAWS::Serverless::Api.Properties.Domain.DomainName', 'Resources.PHAWS::Serverless::Api.Properties.Domain.Route53.HostedZoneId', 'Resources.PHAWS::Serverless::Api.Properties.Domain.EndpointConfiguration']]
*****[Configuration Entry Value Errors: ['apigateway-2402\nSample SAM Template for apigateway-2402\n', 'App-Prod-Web-One', [{'LoggingLevel': 'Info', 'ResourcePath': '/*', 'HttpMethod': '*'}], 'App-Prod-Web-Two', [{'LoggingLevel': 'Info', 'ResourcePath': '/*', 'HttpMethod': '*'}], 'App-Prod-Web-Three', [{'LoggingLevel': 'Info', 'ResourcePath': '/*', 'HttpMethod': '*'}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,4,7,0,0,11
DDmethod,case26-github.yaml,"****[Resource Type Errors: ['AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::UsagePlanKey']]
****[Configuration Entry Errors: ['Resources.PHAWS::ApiGateway::ApiKey.Properties.Name.Fn::Sub', 'Resources.PHAWS::ApiGateway::ApiKey.Properties.Enabled', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.Description', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Properties.UsagePlanId.Ref', 'Resources.PHAWS::ApiGateway::ApiKey.Properties.Description', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Type', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Properties.KeyType', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.ApiStages', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Properties.KeyId.Ref', 'Resources.PHAWS::ApiGateway::UsagePlan.Type', 'Resources.PHAWS::ApiGateway::ApiKey.Type', 'Resources.PHAWS::ApiGateway::UsagePlanKey.DependsOn']]
*****[Configuration Entry Value Errors: ['Prod', 'StageName']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",3,12,2,0,0,17
DDmethod,case27-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['sam-experiment\nSample SAM Template for sam-experiment\n', 64, [{'Ref': 'UtilsLayer'}, {'Ref': 'RequirementsLayer'}], 'utils-layer', 'utils', 'python3.9', 'requirements', 'python3.9', 'read/', 'read.lambda_handler', '/ediq', [{'Ref': 'UtilsLayer'}, {'Ref': 'RequirementsLayer'}], 'Common utils function Layer', 'UtilsLayer', '${AWS::StackName}-UtilsLayerArn', 'Layer containing libraries', 'RequirementsLayer', '${AWS::StackName}-RequirementsLayerArn']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,18,0,0,18
DDmethod,case28-github-error.yaml,"****[Resource Type Errors: ['AWS::Serverless::FunctionLayerVersion']]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::FunctionLayerVersion.Properties.ContentUri', 'Resources.PHAWS::Serverless::FunctionLayerVersion.Metadata.BuildMethod', 'Resources.PHAWS::Serverless::FunctionLayerVersion.Properties.LayerName', 'Resources.PHAWS::Serverless::FunctionLayerVersion.Type', 'Resources.PHAWS::Serverless::FunctionLayerVersion.Properties.Description', 'Resources.PHAWS::Serverless::FunctionLayerVersion.Properties.RetentionPolicy', 'Resources.PHAWS::Serverless::FunctionLayerVersion.Properties.CompatibleRuntimes']]
*****[Configuration Entry Value Errors: [[{'Ref': 'CommonDependenciesLayer'}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,7,1,0,0,9
DDmethod,case29-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.FunctionCodeUri', 'Resources.PHAWS::Logs::LogGroup.UpdateReplacePolicy', 'Resources.PHAWS::Logs::LogGroup.DeletionPolicy', 'Resources.PHAWS::Serverless::LayerVersion.DeletionPolicy', 'Resources.PHAWS::Logs::LogGroup.Properties.RetentionInDays.Ref', 'Resources.PHAWS::Serverless::LayerVersion.UpdateReplacePolicy']]
*****[Configuration Entry Value Errors: [[1, 3, 5, 7, 14, 30, 60, 90, 120, 150, 180, 365, 400, 545, 731, 1827, 3653], 'Insert the project name', 'lambda_function.lambda_handler', '/aws/lambda/${Namespace}-${ProjectName}', 'dependencies/', '${Namespace}-${ProjectName}', 'python3.8', '${Namespace}-${ProjectName}', 'LambdaRole.Arn', '${Namespace}-${ProjectName}-lambda']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,6,10,0,0,16
DDmethod,case2-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.DDBTable.Ref', 'Resources.PHAWS::S3::Bucket.Properties.NotificationConfiguration.EventBridgeConfiguration.EventBridgeEnabled', 'Resources.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.StockBuyerFunctionArn.Fn::GetAtt', 'Resources.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.StockSellerFunctionArn.Fn::GetAtt', 'Resources.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.StockCheckerFunctionArn.Fn::GetAtt', 'Resources.PHAWS::Serverless::StateMachine.Properties.Events.PHEventBridgeRule.Properties.Pattern.detail.bucket.name', 'Resources.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.DDBPutItem.Fn::Sub', 'Resources.PHAWS::Serverless::StateMachine.Properties.Events.PHEventBridgeRule.Properties.Pattern.source']]
*****[Configuration Entry Value Errors: ['steps-tutorial\nSample SAM Template for steps-tutorial\n', 'The name of the test bucket this template creates', 'statemachine/stock_trader.asl.json', ['Object Created'], [{'LambdaInvokePolicy': {'FunctionName': {'Ref': 'StockCheckerFunction'}}}, {'LambdaInvokePolicy': {'FunctionName': {'Ref': 'StockSellerFunction'}}}, {'LambdaInvokePolicy': {'FunctionName': {'Ref': 'StockBuyerFunction'}}}, {'DynamoDBWritePolicy': {'TableName': {'Ref': 'TransactionTable'}}}], 'functions/stock-checker/', 'functions/stock-seller/', 'functions/stock-buyer/', 'Id', [{'AllowedHeaders': ['*'], 'AllowedMethods': ['GET', 'PUT', 'HEAD'], 'AllowedOrigins': ['*']}], 'Stock Trading state machine ARN', 'StockTradingStateMachine', 'IAM Role created for Stock Trading state machine based on the specified SAM Policy Templates', 'StockTradingStateMachineRole.Arn']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,8,14,0,0,22
DDmethod,case30-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['Testing idempotency timeouts', 2, 'expiration', 'IdempotencyFunction', True, [{'Ref': 'PowertoolsLayer'}], [{'DynamoDBCrudPolicy': {'TableName': {'Ref': 'IdempotencyTable'}}}], 'IdempotencyTable', 'MyLambdaLayer']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,9,0,0,9
DDmethod,case31-github-error.yaml,"****[Resource Type Errors: ['AWS::Serverless']]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless.Properties.Handler', 'Resources.PHAWS::Serverless.Type', 'Resources.PHAWS::Serverless::HttpApi.Properties.DefinitionBody.openapi', 'Resources.PHAWS::Serverless::HttpApi.Properties.CorsConfiguration.AllowMethods', 'Resources.PHAWS::Serverless.Properties.Events.PHHttpApi.ApiId.Ref', 'Resources.PHAWS::Serverless::HttpApi.Properties.AccessLogSettings.Format', 'Resources.PHAWS::Serverless::HttpApi.Properties.DefinitionBody.info.version', 'Resources.PHAWS::Serverless.Properties.Runtime', 'Resources.PHAWS::Serverless::HttpApi.Properties.DefinitionBody.paths./shopify/shipping_rates.post.responses.default.description', 'Resources.PHAWS::Serverless.Properties.Events.PHHttpApi.Properties.Path', 'Resources.PHAWS::Serverless::HttpApi.Properties.DefinitionBody.x-amazon-apigateway-importexport-version', 'Resources.PHAWS::Serverless.Properties.Events.PHHttpApi.Properties.Method', 'Resources.PHAWS::Serverless.Properties.CodeUri', 'Resources.PHAWS::Serverless.Properties.Events.PHHttpApi.Properties.PayloadFormatVersion', 'Resources.PHAWS::Serverless::HttpApi.Properties.AccessLogSettings.DestinationArn', 'Resources.PHAWS::Serverless::HttpApi.Properties.CorsConfiguration.AllowHeaders', 'Resources.PHAWS::Serverless.Properties.Events.PHHttpApi.Type', 'Resources.PHAWS::Serverless::HttpApi.Properties.DefinitionBody.info.title']]
*****[Configuration Entry Value Errors: ['AltLinen', ['https://www.example.com'], [{'Effect': 'Allow', 'Principal': {'Service': 'apigateway.amazonaws.com'}, 'Action': ['sts:AssumeRole']}], 'HTTP API endpoint URL', 'https://${MyHttpApi}.execute-api.${AWS::Region}.amazonaws.com']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,18,5,0,0,24
DDmethod,case32-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Application.Properties.ApplicationLocation.ApplicationId', 'Resources.PHAWS::Serverless::Application.Properties.ApplicationLocation.SemanticVersion.Ref']]
*****[Configuration Entry Value Errors: ['1.0.3']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,2,1,0,0,3
DDmethod,case33-github-error.yaml,"****[Resource Type Errors: ['PRIVATE', 'StringNumber']]
****[Configuration Entry Errors: ['Parameters.PHStringNumber.Type', 'Resources.PHAWS::Serverless::Api.Properties.PHPRIVATE.Type', 'Resources.PHAWS::Serverless::Api.Properties.PHPRIVATE.VPCEndpointIds']]
*****[Configuration Entry Value Errors: ['somestagename']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",2,3,1,0,0,6
DDmethod,case34-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['3.0.0', 'My API', '/newlocation']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,3,0,0,3
DDmethod,case35-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['Dev', 'ApiGateway', 'python2.0', ""def handler(event, context):\n    return {'foo': 'bar'}\n""]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,4,0,0,4
DDmethod,case36-github-error.yaml,"****[Resource Type Errors: ['AllAtOnce']]
****[Configuration Entry Errors: ['Resources.PHAWS::CloudWatch::Alarm.Properties.Handler', 'Resources.PHAWS::Serverless::Function.Properties.PHAllAtOnce.Alarms', 'Resources.PHAWS::Serverless::Function.Properties.PHAllAtOnce.Type']]
*****[Configuration Entry Value Errors: ['Environment type such as Dev, Prod, etc.', ['', [{'Ref': 'EnvrType'}, '-', 'SI-post-profile-image']], 'arn:aws:iam::45645654645645:role/aiportal-lambda-execution-role', 'lambdas/SI-post-profile-image', 'dev', 'AliasErrorMetricGreaterThanZero', [{'Name': 'FunctionName', 'Value': {'Ref': 'ProfilePostFunction'}}], 'LatestVersionErrorMetricGreaterThanZero', [{'Name': 'FunctionName', 'Value': {'Ref': 'ProfilePostFunction'}}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,3,9,0,0,13
DDmethod,case37-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['CognitoAuthorizer']]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::Serverless::Api.Type']]
****[Configuration Value Depenency Errors: lacking []]",0,0,1,1,0,2
DDmethod,case38-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['Dev', ""'OPTIONS,GET,POST,PUT,DELETE'"", ""'Content-Type,X-Amz-Date,Authorization,X-Api-Key, Access-Control-Allow-Origin'"", 'usersFacade.get', 'MyAPI', '/{apiVersionId}/users/{resourceId}', 'CustomLambdaTokenAuthorizer', 'usersFacade.updateUserInfo', 'MyAPI', '/{apiVersionId}/users/{resourceId}/userInfo', 'CustomLambdaTokenAuthorizer', 'AuthorizerFacade.validateToken', ['AmazonDynamoDBFullAccess', 'SecretsManagerReadWrite']]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,13,0,0,13
DDmethod,case39-github-error.yaml,"****[Resource Type Errors: ['AWS::Permission']]
****[Configuration Entry Errors: ['Resources.PHAWS::Permission.Properties.SourceArn.Fn::Sub', 'Resources.PHAWS::Permission.Type', 'Resources.PHAWS::Permission.Properties.Principal', 'Resources.PHAWS::Permission.Properties.SourceAccount.Ref', 'Resources.PHAWS::Permission.Properties.Action', 'Resources.PHAWS::Permission.Properties.FunctionName.Ref']]
*****[Configuration Entry Value Errors: ['ruby3.3', 'My Function Arn', 'MyFunction.Arn']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,6,3,0,0,10
DDmethod,case3-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['Test SAM App', 'test-sam-app', 'Developer', 'hello_world/', [{'SSMParameterWithSlashPrefixReadPolicy': {'ParameterName': '/test/parameter'}}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,5,0,0,5
DDmethod,case40-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['PHAWS::Serverless::Function.Properties.Handler', 'PHAWS::Serverless::Function.Properties.Environment.Variables.APIStage.Ref', 'Resources', 'PHAWS::Serverless::Function.Properties.Runtime', 'PHAWS::Serverless::Function.Type']]
*****[Configuration Entry Value Errors: ['Name of the API stage to use for deployment', '[A-Za-z0-9-]*']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,5,2,0,0,7
DDmethod,case41-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['hello_world/', 1024, [{'S3CrudPolicy': {'BucketName': 'mybucket'}}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,3,0,0,3
DDmethod,case42-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.AlwaysDeploy', 'Resources.PHAWS::Serverless::Api.Properties.Cors']]
*****[Configuration Entry Value Errors: ['MyCognitoUserPool', 'MyUserPoolClient', 'dev', 'CognitoAuthorizer', 'hello_world_function', 'hello_world/app.lambda_handler', 'python3.10', '/token', 'MyGatewayApi']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,2,9,0,0,11
DDmethod,case43-github-error.yaml,"****[Resource Type Errors: []]
